Vendor Name,Vendor ID,Laptop Model Name,Laptop Model ID,Quoted Price (INR),Available Quantity,Delivery Time (Days),Specs Matching Score,Vendor Rating,Past Orders Count,Reliability Score,Vendor Email,Persona Role
Apex Retailers,V-347,ThinkPad-8923,M-7925,81380,65,5,0.9,4.7,462,0.78,apex@systems.com,Student
Orion Technologies,V-118,ThinkPad-8885,M-4229,53681,14,7,0.86,4.2,208,0.85,orion@retailers.com,Student
Zenith Suppliers,V-281,Inspiron-1509,M-7309,88930,18,6,0.94,4.3,402,0.82,zenith@systems.com,Student
Zenith Suppliers,V-477,ROG-7836,M-6777,94917,100,2,0.83,3.9,256,0.87,zenith@distributors.com,Office
Taylor-Myers,V-311,Pavilion-1431,M-7982,149654,37,3,0.87,4.2,302,0.83,taylor-myers@suppliers.com,Office
Elite Vendors,V-247,Inspiron-6042,M-1501,122085,84,5,0.85,3.8,329,0.82,elite@retailers.com,Developer
Galaxy Traders,V-264,MacBook-8553,M-9016,51242,52,6,0.82,4.6,260,0.84,galaxy@distributors.com,Gaming
BrightTech Supplies,V-166,Inspiron-2082,M-5834,60613,42,3,0.91,3.8,271,0.8,brighttech@supplies.com,Student
Carpenter PLC,V-201,Inspiron-1245,M-7215,104138,37,7,0.95,4.2,284,0.89,carpenter@supplies.com,Developer
Starline Distributors,V-793,ROG-6229,M-7146,61011,68,3,0.82,4.6,271,0.87,starline@retailers.com,Student
Horizon Supplies,V-801,ROG-4114,M-3632,95085,18,6,0.86,3.9,352,0.87,horizon@supplies.com,Gaming
Starline Distributors,V-642,Pavilion-3337,M-2211,89128,84,2,0.82,4.4,356,0.82,starline@systems.com,Office
Zenith Suppliers,V-812,Pavilion-2031,M-3223,110928,51,6,0.91,4.6,351,0.84,zenith@systems.com,Student
Starline Distributors,V-475,ThinkPad-6998,M-4057,61748,70,5,0.89,3.7,264,0.89,starline@systems.com,Business
Galaxy Traders,V-373,MacBook-6429,M-2672,53301,80,7,0.91,4,437,0.81,galaxy@retailers.com,Business
Zenith Suppliers,V-327,MacBook-1073,M-7244,134733,99,7,0.92,4.4,342,0.79,zenith@vendor.com,Student
BrightTech Supplies,V-416,Pavilion-8129,M-4709,117345,64,6,0.89,4.8,346,0.8,brighttech@vendor.com,Office
NovaTech Systems,V-992,Pavilion-3905,M-2814,124919,12,2,0.91,4.8,442,0.89,novatech@traders.com,Gaming
BrightTech Supplies,V-479,Pavilion-4313,M-4664,61104,99,5,0.9,4.5,358,0.87,brighttech@retailers.com,Gaming
Taylor-Myers,V-224,Pavilion-8825,M-1518,112551,75,2,0.89,4.1,288,0.88,taylor-myers@distributors.com,Office
Horizon Supplies,V-861,ThinkPad-2175,M-5740,126165,90,7,0.9,4.8,420,0.79,horizon@supplies.com,Developer
Starline Distributors,V-112,MacBook-5888,M-5990,143348,42,6,0.83,4,369,0.87,starline@retailers.com,Gaming
Galaxy Traders,V-816,ThinkPad-8546,M-6336,130603,84,7,0.87,4.3,343,0.87,galaxy@retailers.com,Office
Carpenter PLC,V-526,ROG-3023,M-9866,96825,60,7,0.93,3.9,402,0.87,carpenter@supplies.com,Student
Galaxy Traders,V-593,ThinkPad-7674,M-1969,97207,62,6,0.95,4.9,290,0.88,galaxy@distributors.com,Gaming
Taylor-Myers,V-890,MacBook-9316,M-6746,130546,44,2,0.87,3.6,445,0.86,taylor-myers@retailers.com,Gaming
BrightTech Supplies,V-753,ROG-7405,M-6712,104446,44,7,0.89,4.1,305,0.89,brighttech@retailers.com,Office
Starline Distributors,V-922,Inspiron-9846,M-7187,121362,33,4,0.81,4.9,223,0.79,starline@vendor.com,Developer
Apex Retailers,V-919,MacBook-5377,M-4162,93840,28,7,0.8,4.8,278,0.8,apex@traders.com,Office
Apex Retailers,V-713,ThinkPad-6557,M-7290,124485,50,4,0.92,3.9,469,0.88,apex@systems.com,Developer
Zenith Suppliers,V-423,ROG-7479,M-4565,125931,31,5,0.84,4.5,270,0.87,zenith@traders.com,Gaming
Elite Vendors,V-408,Pavilion-5392,M-9620,128183,91,4,0.8,4.4,265,0.87,elite@distributors.com,Office
Elite Vendors,V-658,ROG-2159,M-4227,120116,46,5,0.88,4.1,466,0.82,elite@suppliers.com,Office
Starline Distributors,V-828,ThinkPad-3696,M-7312,123936,83,5,0.94,4.7,474,0.79,starline@vendor.com,Developer
Taylor-Myers,V-880,ThinkPad-5763,M-8095,124705,59,5,0.84,4.5,388,0.85,taylor-myers@distributors.com,Business
Galaxy Traders,V-755,ThinkPad-8446,M-6455,114949,79,7,0.9,3.7,446,0.81,galaxy@distributors.com,Developer
Apex Retailers,V-127,Inspiron-9097,M-1413,112534,81,6,0.91,3.6,373,0.81,apex@vendor.com,Gaming
Carpenter PLC,V-109,Pavilion-6310,M-3660,91172,36,6,0.85,4.3,297,0.78,carpenter@systems.com,Developer
Carpenter PLC,V-132,ThinkPad-3539,M-3138,110583,43,2,0.9,4,393,0.86,carpenter@vendor.com,Gaming
BrightTech Supplies,V-363,Inspiron-9448,M-6100,145414,72,6,0.86,4,494,0.82,brighttech@systems.com,Office
BrightTech Supplies,V-175,Inspiron-4807,M-4838,139463,17,7,0.82,3.9,408,0.89,brighttech@retailers.com,Business
BrightTech Supplies,V-330,Inspiron-4773,M-4211,118897,50,5,0.88,4.9,314,0.79,brighttech@distributors.com,Gaming
Galaxy Traders,V-950,ROG-6389,M-8257,97423,39,6,0.9,4.7,263,0.89,galaxy@retailers.com,Student
Galaxy Traders,V-287,Inspiron-4674,M-5437,94278,65,7,0.9,4.7,328,0.87,galaxy@supplies.com,Business
Carpenter PLC,V-721,ROG-7639,M-7175,89817,89,5,0.82,4.1,416,0.88,carpenter@supplies.com,Developer
BrightTech Supplies,V-155,ThinkPad-1759,M-8408,51498,51,5,0.86,4.2,487,0.82,brighttech@traders.com,Business
