Vendor Name,Vendor ID,Laptop Model Name,Laptop Model ID,Quoted Price (INR),Available Quantity,Delivery Time (Days),Specs Matching Score,Vendor Rating,Past Orders Count,Reliability Score,Vendor Email,Persona Role
Apex Retailers,V-347,ThinkPad-8923,M-7925,81380,65,5,0.9,4.7,462,0.78,apex@systems.com,Student
Orion Technologies,V-118,ThinkPad-8885,M-4229,53681,14,7,0.86,4.2,208,0.85,orion@retailers.com,Student
Zenith Suppliers,V-281,Inspiron-1509,M-7309,88930,18,6,0.94,4.3,402,0.82,zenith@systems.com,Student
Zenith Suppliers,V-477,ROG-7836,M-6777,94917,100,2,0.83,3.9,256,0.87,zenith@distributors.com,Office
Taylor-Myers,V-311,Pavilion-1431,M-7982,149654,37,3,0.87,4.2,302,0.83,taylor-myers@suppliers.com,Office
Elite Vendors,V-247,Inspiron-6042,M-1501,122085,84,5,0.85,3.8,329,0.82,elite@retailers.com,Developer
Galaxy Traders,V-264,MacBook-8553,M-9016,51242,52,6,0.82,4.6,260,0.84,galaxy@distributors.com,Gaming
BrightTech Supplies,V-166,Inspiron-2082,M-5834,60613,42,3,0.91,3.8,271,0.8,brighttech@supplies.com,Student
Carpenter PLC,V-201,Inspiron-1245,M-7215,104138,37,7,0.95,4.2,284,0.89,carpenter@supplies.com,Developer
Starline Distributors,V-793,ROG-6229,M-7146,61011,68,3,0.82,4.6,271,0.87,starline@retailers.com,Student
Horizon Supplies,V-801,ROG-4114,M-3632,95085,18,6,0.86,3.9,352,0.87,horizon@supplies.com,Gaming
Starline Distributors,V-642,Pavilion-3337,M-2211,89128,84,2,0.82,4.4,356,0.82,starline@systems.com,Office
Zenith Suppliers,V-812,Pavilion-2031,M-3223,110928,51,6,0.91,4.6,351,0.84,zenith@systems.com,Student
Starline Distributors,V-475,ThinkPad-6998,M-4057,61748,70,5,0.89,3.7,264,0.89,starline@systems.com,Business
Galaxy Traders,V-373,MacBook-6429,M-2672,53301,80,7,0.91,4.0,437,0.81,galaxy@retailers.com,Business
Zenith Suppliers,V-327,MacBook-1073,M-7244,134733,99,7,0.92,4.4,342,0.79,zenith@vendor.com,Student
BrightTech Supplies,V-416,Pavilion-8129,M-4709,117345,64,6,0.89,4.8,346,0.8,brighttech@vendor.com,Office
NovaTech Systems,V-992,Pavilion-3905,M-2814,124919,12,2,0.91,4.8,442,0.89,novatech@traders.com,Gaming
BrightTech Supplies,V-479,Pavilion-4313,M-4664,61104,99,5,0.9,4.5,358,0.87,brighttech@retailers.com,Gaming
Taylor-Myers,V-224,Pavilion-8825,M-1518,112551,75,2,0.89,4.1,288,0.88,taylor-myers@distributors.com,Office
Horizon Supplies,V-861,ThinkPad-2175,M-5740,126165,90,7,0.9,4.8,420,0.79,horizon@supplies.com,Developer
Starline Distributors,V-112,MacBook-5888,M-5990,143348,42,6,0.83,4.0,369,0.87,starline@retailers.com,Gaming
Galaxy Traders,V-816,ThinkPad-8546,M-6336,130603,84,7,0.87,4.3,343,0.87,galaxy@retailers.com,Office
Carpenter PLC,V-526,ROG-3023,M-9866,96825,60,7,0.93,3.9,402,0.87,carpenter@supplies.com,Student
Galaxy Traders,V-593,ThinkPad-7674,M-1969,97207,62,6,0.95,4.9,290,0.88,galaxy@distributors.com,Gaming
Taylor-Myers,V-890,MacBook-9316,M-6746,130546,44,2,0.87,3.6,445,0.86,taylor-myers@retailers.com,Gaming
BrightTech Supplies,V-753,ROG-7405,M-6712,104446,44,7,0.89,4.1,305,0.89,brighttech@retailers.com,Office
Starline Distributors,V-922,Inspiron-9846,M-7187,121362,33,4,0.81,4.9,223,0.79,starline@vendor.com,Developer
Apex Retailers,V-919,MacBook-5377,M-4162,93840,28,7,0.8,4.8,278,0.8,apex@traders.com,Office
Apex Retailers,V-713,ThinkPad-6557,M-7290,124485,50,4,0.92,3.9,469,0.88,apex@systems.com,Developer
Zenith Suppliers,V-423,ROG-7479,M-4565,125931,31,5,0.84,4.5,270,0.87,zenith@traders.com,Gaming
Elite Vendors,V-408,Pavilion-5392,M-9620,128183,91,4,0.8,4.4,265,0.87,elite@distributors.com,Office
Elite Vendors,V-658,ROG-2159,M-4227,120116,46,5,0.88,4.1,466,0.82,elite@suppliers.com,Office
Starline Distributors,V-828,ThinkPad-3696,M-7312,123936,83,5,0.94,4.7,474,0.79,starline@vendor.com,Developer
Taylor-Myers,V-880,ThinkPad-5763,M-8095,124705,59,5,0.84,4.5,388,0.85,taylor-myers@distributors.com,Business
Galaxy Traders,V-755,ThinkPad-8446,M-6455,114949,79,7,0.9,3.7,446,0.81,galaxy@distributors.com,Developer
Apex Retailers,V-127,Inspiron-9097,M-1413,112534,81,6,0.91,3.6,373,0.81,apex@vendor.com,Gaming
Carpenter PLC,V-109,Pavilion-6310,M-3660,91172,36,6,0.85,4.3,297,0.78,carpenter@systems.com,Developer
Carpenter PLC,V-132,ThinkPad-3539,M-3138,110583,43,2,0.9,4.0,393,0.86,carpenter@vendor.com,Gaming
BrightTech Supplies,V-363,Inspiron-9448,M-6100,145414,72,6,0.86,4.0,494,0.82,brighttech@systems.com,Office
BrightTech Supplies,V-175,Inspiron-4807,M-4838,139463,17,7,0.82,3.9,408,0.89,brighttech@retailers.com,Business
BrightTech Supplies,V-330,Inspiron-4773,M-4211,118897,50,5,0.88,4.9,314,0.79,brighttech@distributors.com,Gaming
Galaxy Traders,V-950,ROG-6389,M-8257,97423,39,6,0.9,4.7,263,0.89,galaxy@retailers.com,Student
Galaxy Traders,V-287,Inspiron-4674,M-5437,94278,65,7,0.9,4.7,328,0.87,galaxy@supplies.com,Business
Carpenter PLC,V-721,ROG-7639,M-7175,89817,89,5,0.82,4.1,416,0.88,carpenter@supplies.com,Developer
BrightTech Supplies,V-155,ThinkPad-1759,M-8408,51498,51,5,0.86,4.2,487,0.82,brighttech@traders.com,Business
Horizon Supplies,V-140,ThinkPad-3749,M-1018,139583,91,4,0.88,4.3,481,0.8,galaxy@supplies.com,Student
Elite Vendors,V-246,ThinkPad-3749,M-1018,125867,54,2,0.88,3.9,490,0.85,galaxy@supplies.com,Student
Orion Technologies,V-502,Inspiron-8690,M-1038,56079,45,4,0.93,4.0,329,0.82,zenith@retailers.com,Office
BrightTech Supplies,V-929,Inspiron-8690,M-1038,47931,38,6,0.93,3.5,407,0.78,zenith@retailers.com,Office
Zenith Suppliers,V-294,MacBook-1242,M-1043,67160,26,4,0.91,4.0,472,0.87,elite@traders.com,Office
Taylor-Myers,V-986,MacBook-1242,M-1043,62578,50,7,0.91,3.7,304,0.9,elite@traders.com,Office
Apex Retailers,V-406,Inspiron-8831,M-1066,137449,62,3,0.84,3.9,421,0.81,galaxy@retailers.com,Developer
Zenith Suppliers,V-470,Inspiron-8831,M-1066,118512,38,5,0.84,3.9,438,0.78,galaxy@retailers.com,Developer
Taylor-Myers,V-711,Pavilion-7215,M-1098,104775,21,4,0.9,3.5,215,0.78,zenith@vendor.com,Business
Apex Retailers,V-563,Pavilion-7215,M-1098,110066,32,6,0.9,3.8,444,0.81,zenith@vendor.com,Business
Starline Distributors,V-800,ROG-9896,M-1118,70693,39,4,0.84,4.5,218,0.79,carpenter@retailers.com,Developer
Orion Technologies,V-463,ROG-9896,M-1118,72737,77,6,0.84,5.0,267,0.85,carpenter@retailers.com,Developer
Horizon Supplies,V-201,Inspiron-8360,M-1195,52107,88,3,0.9,4.1,469,0.88,carpenter@systems.com,Gaming
Starline Distributors,V-688,Inspiron-8360,M-1195,57365,93,3,0.9,4.1,267,0.83,carpenter@systems.com,Gaming
Apex Retailers,V-531,MacBook-9926,M-1240,75968,94,6,0.88,3.6,346,0.89,carpenter@vendor.com,Student
Starline Distributors,V-466,MacBook-9926,M-1240,73635,76,4,0.88,3.5,421,0.86,carpenter@vendor.com,Student
Taylor-Myers,V-542,ThinkPad-9403,M-1245,92587,42,3,0.93,4.7,473,0.85,galaxy@suppliers.com,Student
Horizon Supplies,V-906,ThinkPad-9403,M-1245,90301,43,2,0.93,4.8,491,0.79,galaxy@suppliers.com,Student
Orion Technologies,V-745,Inspiron-8104,M-1282,146910,65,7,0.95,3.7,232,0.83,brighttech@vendor.com,Office
Zenith Suppliers,V-866,Inspiron-8104,M-1282,134862,77,6,0.95,4.1,420,0.82,brighttech@vendor.com,Office
NovaTech Systems,V-718,MacBook-2664,M-1314,97023,63,7,0.85,4.0,218,0.78,orion@systems.com,Office
Taylor-Myers,V-306,MacBook-2664,M-1314,101116,20,3,0.85,4.1,414,0.78,orion@systems.com,Office
Apex Retailers,V-789,ROG-2925,M-1331,136497,37,2,0.91,4.4,356,0.88,galaxy@distributors.com,Gaming
Taylor-Myers,V-814,ROG-2925,M-1331,144175,30,2,0.91,4.7,292,0.79,galaxy@distributors.com,Gaming
BrightTech Supplies,V-487,MacBook-8352,M-1344,93950,35,5,0.82,4.3,479,0.86,elite@distributors.com,Business
Orion Technologies,V-401,MacBook-8352,M-1344,108399,10,3,0.82,4.0,249,0.85,elite@distributors.com,Business
Orion Technologies,V-444,ROG-3424,M-1356,114827,100,5,0.88,3.6,285,0.9,elite@supplies.com,Gaming
NovaTech Systems,V-560,ROG-3424,M-1356,107775,86,7,0.88,4.1,208,0.89,elite@supplies.com,Gaming
NovaTech Systems,V-736,ROG-6188,M-1373,60708,95,7,0.82,4.1,351,0.82,taylor-myers@suppliers.com,Gaming
BrightTech Supplies,V-380,ROG-6188,M-1373,58811,30,2,0.82,3.8,240,0.86,taylor-myers@suppliers.com,Gaming
Taylor-Myers,V-788,MacBook-2133,M-1380,98687,56,4,0.9,4.1,219,0.9,elite@systems.com,Developer
Orion Technologies,V-198,MacBook-2133,M-1380,85583,32,6,0.9,3.8,383,0.9,elite@systems.com,Developer
Orion Technologies,V-858,ThinkPad-6941,M-1390,86800,74,7,0.83,3.5,441,0.87,novatech@suppliers.com,Developer
Starline Distributors,V-520,ThinkPad-6941,M-1390,73993,49,4,0.83,3.5,385,0.84,novatech@suppliers.com,Developer
Galaxy Traders,V-670,Inspiron-9097,M-1413,120085,82,2,0.91,3.5,241,0.8,apex@vendor.com,Gaming
Starline Distributors,V-681,Inspiron-9097,M-1413,112709,23,6,0.91,3.5,223,0.78,apex@vendor.com,Gaming
Orion Technologies,V-548,Pavilion-2185,M-1415,105575,65,7,0.86,3.5,341,0.83,novatech@traders.com,Office
Starline Distributors,V-335,Pavilion-2185,M-1415,102344,23,2,0.86,3.5,376,0.84,novatech@traders.com,Office
Apex Retailers,V-820,ThinkPad-7109,M-1426,63669,77,7,0.9,3.5,290,0.88,carpenter@supplies.com,Business
BrightTech Supplies,V-164,ThinkPad-7109,M-1426,61253,83,7,0.9,3.5,392,0.86,carpenter@supplies.com,Business
Zenith Suppliers,V-303,MacBook-3828,M-1433,161059,72,6,0.89,4.3,388,0.8,novatech@retailers.com,Developer
Galaxy Traders,V-976,MacBook-3828,M-1433,153803,57,3,0.89,4.1,419,0.78,novatech@retailers.com,Developer
Horizon Supplies,V-361,MacBook-9738,M-1440,91417,10,7,0.9,4.1,276,0.78,carpenter@distributors.com,Office
Elite Vendors,V-261,MacBook-9738,M-1440,82501,38,6,0.9,4.4,392,0.82,carpenter@distributors.com,Office
NovaTech Systems,V-990,ThinkPad-3152,M-1452,90763,51,3,0.84,5.0,204,0.86,taylor-myers@suppliers.com,Office
Carpenter PLC,V-670,ThinkPad-3152,M-1452,83767,64,4,0.84,5.0,282,0.9,taylor-myers@suppliers.com,Office
Starline Distributors,V-138,Pavilion-7773,M-1495,141383,52,3,0.9,4.4,264,0.83,galaxy@suppliers.com,Gaming
BrightTech Supplies,V-742,Pavilion-7773,M-1495,124649,72,4,0.9,4.8,328,0.83,galaxy@suppliers.com,Gaming
NovaTech Systems,V-532,Inspiron-6042,M-1501,123689,71,7,0.85,3.9,408,0.83,elite@retailers.com,Developer
Orion Technologies,V-834,Inspiron-6042,M-1501,127444,61,5,0.85,3.6,216,0.86,elite@retailers.com,Developer
BrightTech Supplies,V-338,ThinkPad-1200,M-1514,129694,33,7,0.85,4.7,279,0.85,elite@distributors.com,Student
Zenith Suppliers,V-257,ThinkPad-1200,M-1514,145685,49,3,0.85,4.0,281,0.83,elite@distributors.com,Student
Starline Distributors,V-303,Pavilion-8825,M-1518,105139,64,6,0.89,3.8,240,0.86,taylor-myers@distributors.com,Office
Galaxy Traders,V-816,Pavilion-8825,M-1518,117901,65,2,0.89,4.0,295,0.87,taylor-myers@distributors.com,Office
BrightTech Supplies,V-264,ThinkPad-6933,M-1539,73880,51,7,0.91,3.5,253,0.85,apex@traders.com,Developer
Horizon Supplies,V-314,ThinkPad-6933,M-1539,65404,56,7,0.91,3.5,326,0.83,apex@traders.com,Developer
Elite Vendors,V-358,ThinkPad-6982,M-1562,59263,12,6,0.83,4.5,221,0.85,zenith@traders.com,Office
Orion Technologies,V-258,ThinkPad-6982,M-1562,58125,19,4,0.83,4.8,336,0.9,zenith@traders.com,Office
NovaTech Systems,V-664,Inspiron-5327,M-1570,127025,58,3,0.82,4.3,385,0.84,apex@supplies.com,Business
Taylor-Myers,V-161,Inspiron-5327,M-1570,121393,51,3,0.82,3.7,385,0.9,apex@supplies.com,Business
Starline Distributors,V-174,ROG-8580,M-1593,153193,53,7,0.86,4.0,333,0.81,carpenter@retailers.com,Business
NovaTech Systems,V-729,ROG-8580,M-1593,143472,52,4,0.86,4.2,234,0.82,carpenter@retailers.com,Business
Orion Technologies,V-488,ROG-7483,M-1602,104014,38,7,0.94,5.0,361,0.78,carpenter@retailers.com,Gaming
Horizon Supplies,V-761,ROG-7483,M-1602,100980,87,5,0.94,5.0,442,0.82,carpenter@retailers.com,Gaming
Taylor-Myers,V-714,Pavilion-5357,M-1674,66660,83,3,0.8,4.6,433,0.86,brighttech@supplies.com,Developer
Galaxy Traders,V-303,Pavilion-5357,M-1674,71973,29,7,0.8,4.1,378,0.87,brighttech@supplies.com,Developer
Starline Distributors,V-415,Pavilion-5549,M-1677,112883,18,3,0.88,5.0,252,0.83,carpenter@vendor.com,Office
BrightTech Supplies,V-990,Pavilion-5549,M-1677,121250,72,3,0.88,5.0,302,0.81,carpenter@vendor.com,Office
Elite Vendors,V-324,Pavilion-6757,M-1687,77167,75,2,0.84,4.3,218,0.79,carpenter@vendor.com,Gaming
Apex Retailers,V-728,Pavilion-6757,M-1687,70026,88,6,0.84,4.4,258,0.79,carpenter@vendor.com,Gaming
NovaTech Systems,V-269,Pavilion-9150,M-1782,72071,53,2,0.88,4.7,407,0.8,brighttech@traders.com,Business
Apex Retailers,V-700,Pavilion-9150,M-1782,69291,95,3,0.88,4.9,301,0.8,brighttech@traders.com,Business
Horizon Supplies,V-566,ThinkPad-9660,M-1795,115962,22,2,0.88,3.7,275,0.87,carpenter@suppliers.com,Gaming
Zenith Suppliers,V-598,ThinkPad-9660,M-1795,134981,54,4,0.88,3.5,419,0.85,carpenter@suppliers.com,Gaming
NovaTech Systems,V-739,Inspiron-6450,M-1825,82931,48,5,0.94,3.7,344,0.84,brighttech@suppliers.com,Developer
Starline Distributors,V-420,Inspiron-6450,M-1825,84476,65,5,0.94,4.4,479,0.84,brighttech@suppliers.com,Developer
Galaxy Traders,V-350,MacBook-9315,M-1831,102601,93,3,0.9,4.6,460,0.81,starline@systems.com,Gaming
Carpenter PLC,V-178,MacBook-9315,M-1831,109140,42,2,0.9,4.1,202,0.83,starline@systems.com,Gaming
NovaTech Systems,V-220,ThinkPad-6044,M-1863,109104,85,2,0.85,3.8,330,0.81,zenith@retailers.com,Gaming
Elite Vendors,V-157,ThinkPad-6044,M-1863,93269,44,3,0.85,4.3,261,0.84,zenith@retailers.com,Gaming
Orion Technologies,V-746,MacBook-8660,M-1865,85917,24,2,0.93,4.4,497,0.78,brighttech@traders.com,Developer
NovaTech Systems,V-924,MacBook-8660,M-1865,96398,18,3,0.93,4.5,350,0.87,brighttech@traders.com,Developer
Zenith Suppliers,V-987,MacBook-8196,M-1870,73218,25,4,0.93,4.1,239,0.84,novatech@retailers.com,Student
Carpenter PLC,V-259,MacBook-8196,M-1870,74552,99,4,0.93,4.1,325,0.81,novatech@retailers.com,Student
Elite Vendors,V-589,ROG-6718,M-1879,103321,46,4,0.85,4.4,377,0.89,orion@suppliers.com,Gaming
NovaTech Systems,V-410,ROG-6718,M-1879,107304,30,3,0.85,4.4,360,0.86,orion@suppliers.com,Gaming
Horizon Supplies,V-839,MacBook-3889,M-1882,119782,81,6,0.9,4.8,445,0.89,starline@systems.com,Developer
NovaTech Systems,V-683,MacBook-3889,M-1882,108830,41,2,0.9,4.1,445,0.9,starline@systems.com,Developer
Apex Retailers,V-727,Inspiron-7459,M-1918,99414,31,5,0.8,3.5,356,0.84,starline@vendor.com,Business
Orion Technologies,V-891,Inspiron-7459,M-1918,106014,45,3,0.8,4.2,481,0.78,starline@vendor.com,Business
Orion Technologies,V-799,Inspiron-2334,M-1949,88065,86,6,0.83,3.7,365,0.84,starline@suppliers.com,Student
Galaxy Traders,V-701,Inspiron-2334,M-1949,96945,30,5,0.83,3.5,311,0.9,starline@suppliers.com,Student
Taylor-Myers,V-847,ROG-1904,M-1961,51271,44,6,0.88,3.5,214,0.82,zenith@retailers.com,Student
BrightTech Supplies,V-113,ROG-1904,M-1961,49132,79,4,0.88,3.5,311,0.87,zenith@retailers.com,Student
Carpenter PLC,V-895,ThinkPad-7674,M-1969,91370,91,7,0.95,5.0,288,0.9,galaxy@distributors.com,Gaming
NovaTech Systems,V-389,ThinkPad-7674,M-1969,98605,72,6,0.95,5.0,379,0.9,galaxy@distributors.com,Gaming
Galaxy Traders,V-712,ROG-6878,M-2003,130698,73,4,0.92,4.5,207,0.88,zenith@traders.com,Business
Elite Vendors,V-589,ROG-6878,M-2003,112144,91,3,0.92,4.7,239,0.86,zenith@traders.com,Business
Orion Technologies,V-548,ROG-7333,M-2006,125336,57,3,0.82,4.7,312,0.81,carpenter@systems.com,Developer
NovaTech Systems,V-575,ThinkPad-9590,M-2032,74436,56,4,0.81,3.6,259,0.9,elite@suppliers.com,Gaming
Zenith Suppliers,V-346,ThinkPad-9590,M-2032,72783,96,2,0.81,3.9,341,0.86,elite@suppliers.com,Gaming
Horizon Supplies,V-880,ROG-6107,M-2081,76435,69,2,0.89,4.0,251,0.78,starline@traders.com,Student
Galaxy Traders,V-888,ROG-6107,M-2081,76848,59,6,0.89,4.1,358,0.82,starline@traders.com,Student
Zenith Suppliers,V-178,Pavilion-2024,M-2107,94108,38,6,0.88,4.4,233,0.86,novatech@retailers.com,Office
Galaxy Traders,V-284,Pavilion-2024,M-2107,105868,84,2,0.88,4.3,259,0.9,novatech@retailers.com,Office
Apex Retailers,V-139,ThinkPad-5100,M-2135,137435,26,4,0.8,4.6,363,0.9,horizon@traders.com,Business
Elite Vendors,V-232,ThinkPad-5100,M-2135,151557,43,7,0.8,5.0,273,0.9,horizon@traders.com,Business
NovaTech Systems,V-459,Pavilion-1466,M-2142,131298,96,6,0.85,4.4,339,0.81,horizon@suppliers.com,Developer
Galaxy Traders,V-244,Pavilion-1466,M-2142,115025,25,5,0.85,4.7,223,0.79,horizon@suppliers.com,Developer
Starline Distributors,V-328,MacBook-7890,M-2149,113379,28,7,0.88,4.2,366,0.83,carpenter@supplies.com,Student
Horizon Supplies,V-785,MacBook-7890,M-2149,110332,97,7,0.88,4.5,256,0.78,carpenter@supplies.com,Student
NovaTech Systems,V-724,ThinkPad-2787,M-2201,85730,61,7,0.93,4.5,215,0.79,elite@systems.com,Business
Carpenter PLC,V-811,ThinkPad-2787,M-2201,79220,53,5,0.93,4.7,389,0.78,elite@systems.com,Business
Horizon Supplies,V-133,Pavilion-3337,M-2211,90109,70,2,0.82,4.0,362,0.82,starline@systems.com,Office
NovaTech Systems,V-953,Pavilion-3337,M-2211,93565,83,5,0.82,4.5,308,0.8,starline@systems.com,Office
Horizon Supplies,V-951,ThinkPad-4801,M-2231,58014,51,7,0.84,4.9,280,0.89,novatech@traders.com,Office
Starline Distributors,V-866,ThinkPad-4801,M-2231,59309,30,2,0.84,4.3,473,0.85,novatech@traders.com,Office
NovaTech Systems,V-309,Pavilion-1776,M-2243,138314,32,5,0.89,4.6,463,0.87,starline@systems.com,Developer
Elite Vendors,V-858,Pavilion-1776,M-2243,135919,30,5,0.89,4.0,313,0.89,starline@systems.com,Developer
Starline Distributors,V-602,ROG-9410,M-2293,132150,87,7,0.87,4.1,483,0.82,apex@suppliers.com,Office
BrightTech Supplies,V-591,ROG-9410,M-2293,141320,90,3,0.87,4.7,297,0.85,apex@suppliers.com,Office
Apex Retailers,V-190,MacBook-7749,M-2327,106541,67,3,0.92,4.2,224,0.89,horizon@distributors.com,Student
Zenith Suppliers,V-871,MacBook-7749,M-2327,104862,49,2,0.92,4.3,264,0.86,horizon@distributors.com,Student
Starline Distributors,V-712,Pavilion-6281,M-2344,151491,86,7,0.94,4.4,464,0.82,galaxy@retailers.com,Business
Elite Vendors,V-658,Pavilion-6281,M-2344,151702,92,7,0.94,4.7,395,0.78,galaxy@retailers.com,Business
Galaxy Traders,V-810,ROG-9825,M-2353,91077,58,4,0.81,4.7,475,0.8,taylor-myers@suppliers.com,Gaming
BrightTech Supplies,V-836,ROG-9825,M-2353,90610,100,7,0.81,4.8,487,0.82,taylor-myers@suppliers.com,Gaming
NovaTech Systems,V-991,MacBook-4947,M-2379,123364,40,2,0.87,4.1,255,0.88,elite@systems.com,Business
Horizon Supplies,V-753,MacBook-4947,M-2379,133154,70,4,0.87,3.7,500,0.87,elite@systems.com,Business
Carpenter PLC,V-621,Inspiron-7119,M-2380,132641,64,5,0.86,5.0,464,0.85,horizon@systems.com,Business
Taylor-Myers,V-431,Inspiron-7119,M-2380,134664,25,2,0.86,4.7,462,0.79,horizon@systems.com,Business
Horizon Supplies,V-248,Pavilion-1381,M-2394,116290,61,7,0.82,3.9,259,0.79,carpenter@distributors.com,Business
NovaTech Systems,V-752,Pavilion-1381,M-2394,125538,52,5,0.82,4.3,451,0.83,carpenter@distributors.com,Business
Orion Technologies,V-895,ROG-6532,M-2409,127998,65,5,0.9,4.2,331,0.79,novatech@systems.com,Business
Zenith Suppliers,V-276,ROG-6532,M-2409,130009,29,6,0.9,4.1,279,0.78,novatech@systems.com,Business
Zenith Suppliers,V-559,MacBook-5974,M-2413,105237,57,4,0.81,4.7,225,0.86,apex@distributors.com,Gaming
Elite Vendors,V-674,MacBook-5974,M-2413,106812,15,7,0.81,4.2,325,0.81,apex@distributors.com,Gaming
Starline Distributors,V-623,ThinkPad-2339,M-2435,114717,63,4,0.85,4.5,238,0.87,orion@traders.com,Office
Taylor-Myers,V-951,ThinkPad-2339,M-2435,136892,23,3,0.85,5.0,460,0.89,orion@traders.com,Office
Elite Vendors,V-256,ThinkPad-2320,M-2488,57153,48,5,0.9,4.2,304,0.9,horizon@systems.com,Developer
Apex Retailers,V-108,ThinkPad-2320,M-2488,51628,19,6,0.9,3.6,252,0.9,horizon@systems.com,Developer
Galaxy Traders,V-276,ThinkPad-1408,M-2502,148210,22,4,0.87,4.8,358,0.83,elite@retailers.com,Developer
Orion Technologies,V-148,ThinkPad-1408,M-2502,145024,42,3,0.87,3.8,331,0.83,elite@retailers.com,Developer
NovaTech Systems,V-645,ThinkPad-2698,M-2516,64354,67,6,0.93,3.9,369,0.85,starline@suppliers.com,Gaming
Zenith Suppliers,V-732,ThinkPad-2698,M-2516,66278,45,5,0.93,4.3,278,0.9,starline@suppliers.com,Gaming
NovaTech Systems,V-640,MacBook-3883,M-2520,50051,22,3,0.87,4.3,385,0.78,zenith@retailers.com,Business
Elite Vendors,V-940,MacBook-3883,M-2520,55522,82,4,0.87,4.0,411,0.78,zenith@retailers.com,Business
Carpenter PLC,V-154,ROG-7755,M-2558,121051,40,4,0.88,4.2,417,0.82,starline@systems.com,Business
BrightTech Supplies,V-545,ROG-7755,M-2558,127511,73,4,0.88,4.2,482,0.87,starline@systems.com,Business
Carpenter PLC,V-937,ThinkPad-9987,M-2591,92121,97,5,0.85,4.3,278,0.85,brighttech@supplies.com,Student
Horizon Supplies,V-276,ThinkPad-9987,M-2591,92503,35,7,0.85,4.4,412,0.85,brighttech@supplies.com,Student
Horizon Supplies,V-917,ROG-5527,M-2621,125683,42,6,0.9,4.6,377,0.85,orion@systems.com,Gaming
BrightTech Supplies,V-553,ROG-5527,M-2621,118477,29,6,0.9,4.1,390,0.9,orion@systems.com,Gaming
Orion Technologies,V-608,MacBook-3980,M-2623,81001,68,3,0.81,5.0,300,0.86,carpenter@systems.com,Office
Zenith Suppliers,V-729,MacBook-3980,M-2623,80786,21,3,0.81,5.0,358,0.88,carpenter@systems.com,Office
NovaTech Systems,V-905,Inspiron-1520,M-2626,126720,41,7,0.93,4.6,394,0.9,starline@distributors.com,Business
BrightTech Supplies,V-171,Inspiron-1520,M-2626,142193,87,4,0.93,5.0,219,0.84,starline@distributors.com,Business
Zenith Suppliers,V-871,ROG-3910,M-2628,141566,38,3,0.92,3.5,357,0.86,taylor-myers@suppliers.com,Student
Orion Technologies,V-941,ROG-3910,M-2628,127894,77,4,0.92,3.9,375,0.79,taylor-myers@suppliers.com,Student
Carpenter PLC,V-694,ThinkPad-3366,M-2632,123551,72,5,0.9,4.6,459,0.83,apex@systems.com,Student
Horizon Supplies,V-166,ThinkPad-3366,M-2632,118652,78,7,0.9,4.5,382,0.84,apex@systems.com,Student
Carpenter PLC,V-186,ThinkPad-9987,M-2666,65479,24,3,0.82,3.8,453,0.81,apex@suppliers.com,Gaming
Horizon Supplies,V-321,ThinkPad-9987,M-2666,77760,44,3,0.82,3.7,222,0.79,apex@suppliers.com,Gaming
Elite Vendors,V-736,ThinkPad-5409,M-2670,49498,99,5,0.92,4.4,453,0.84,galaxy@supplies.com,Office
Taylor-Myers,V-311,ThinkPad-5409,M-2670,49362,16,6,0.92,3.9,378,0.83,galaxy@supplies.com,Office
Elite Vendors,V-886,ThinkPad-5857,M-2671,63680,59,3,0.84,3.7,294,0.84,novatech@systems.com,Student
Carpenter PLC,V-424,ThinkPad-5857,M-2671,74240,39,4,0.84,4.4,374,0.9,novatech@systems.com,Student
Horizon Supplies,V-317,MacBook-6429,M-2672,53961,64,7,0.91,3.8,297,0.81,galaxy@retailers.com,Business
Elite Vendors,V-259,MacBook-6429,M-2672,49157,96,3,0.91,4.1,389,0.78,galaxy@retailers.com,Business
Zenith Suppliers,V-919,MacBook-5614,M-2679,142536,61,6,0.91,3.8,261,0.78,elite@traders.com,Business
Apex Retailers,V-136,MacBook-5614,M-2679,139734,24,6,0.91,4.6,248,0.84,elite@traders.com,Business
Elite Vendors,V-273,ThinkPad-8182,M-2701,140034,11,4,0.85,3.5,423,0.85,galaxy@traders.com,Office
Orion Technologies,V-587,ThinkPad-8182,M-2701,144442,50,2,0.85,3.5,429,0.84,galaxy@traders.com,Office
NovaTech Systems,V-332,Pavilion-8484,M-2703,128349,51,3,0.85,4.0,339,0.85,horizon@supplies.com,Gaming
Galaxy Traders,V-717,Pavilion-8484,M-2703,122509,18,4,0.85,4.4,355,0.88,horizon@supplies.com,Gaming
Apex Retailers,V-494,ROG-2584,M-2705,73712,75,4,0.84,4.3,492,0.83,elite@supplies.com,Developer
Orion Technologies,V-697,ROG-2584,M-2705,70313,92,6,0.84,4.5,240,0.8,elite@supplies.com,Developer
Apex Retailers,V-551,ThinkPad-6254,M-2725,69945,29,7,0.84,3.8,404,0.86,zenith@systems.com,Student
Elite Vendors,V-776,ThinkPad-6254,M-2725,64351,34,5,0.84,3.5,380,0.87,zenith@systems.com,Student
Orion Technologies,V-656,ThinkPad-4852,M-2759,141094,22,7,0.85,3.8,417,0.82,apex@vendor.com,Student
Elite Vendors,V-530,ThinkPad-4852,M-2759,149438,86,5,0.85,3.5,256,0.78,apex@vendor.com,Student
