Vendor Name,Vendor ID,Laptop Model Name,Laptop Model ID,Quoted Price (INR),Available Quantity,Delivery Time (Days),Specs Matching Score,Vendor Rating,Past Orders Count,Reliability Score,Vendor Email,Persona Role
Apex Retailers,V-347,ThinkPad-8923,M-7925,81380,65,5,0.9,4.7,462,0.78,apex@systems.com,Student
Orion Technologies,V-118,ThinkPad-8885,M-4229,53681,14,7,0.86,4.2,208,0.85,orion@retailers.com,Student
Zenith Suppliers,V-281,Inspiron-1509,M-7309,88930,18,6,0.94,4.3,402,0.82,zenith@systems.com,Student
Zenith Suppliers,V-477,ROG-7836,M-6777,94917,100,2,0.83,3.9,256,0.87,zenith@distributors.com,Office
Taylor-Myers,V-311,Pavilion-1431,M-7982,149654,37,3,0.87,4.2,302,0.83,taylor-myers@suppliers.com,Office
Elite Vendors,V-247,Inspiron-6042,M-1501,122085,84,5,0.85,3.8,329,0.82,elite@retailers.com,Developer
Galaxy Traders,V-264,MacBook-8553,M-9016,51242,52,6,0.82,4.6,260,0.84,galaxy@distributors.com,Gaming
BrightTech Supplies,V-166,Inspiron-2082,M-5834,60613,42,3,0.91,3.8,271,0.8,brighttech@supplies.com,Student
Carpenter PLC,V-201,Inspiron-1245,M-7215,104138,37,7,0.95,4.2,284,0.89,carpenter@supplies.com,Developer
Starline Distributors,V-793,ROG-6229,M-7146,61011,68,3,0.82,4.6,271,0.87,starline@retailers.com,Student
Horizon Supplies,V-801,ROG-4114,M-3632,95085,18,6,0.86,3.9,352,0.87,horizon@supplies.com,Gaming
Starline Distributors,V-642,Pavilion-3337,M-2211,89128,84,2,0.82,4.4,356,0.82,starline@systems.com,Office
Zenith Suppliers,V-812,Pavilion-2031,M-3223,110928,51,6,0.91,4.6,351,0.84,zenith@systems.com,Student
Starline Distributors,V-475,ThinkPad-6998,M-4057,61748,70,5,0.89,3.7,264,0.89,starline@systems.com,Business
Galaxy Traders,V-373,MacBook-6429,M-2672,53301,80,7,0.91,4.0,437,0.81,galaxy@retailers.com,Business
Zenith Suppliers,V-327,MacBook-1073,M-7244,134733,99,7,0.92,4.4,342,0.79,zenith@vendor.com,Student
BrightTech Supplies,V-416,Pavilion-8129,M-4709,117345,64,6,0.89,4.8,346,0.8,brighttech@vendor.com,Office
NovaTech Systems,V-992,Pavilion-3905,M-2814,124919,12,2,0.91,4.8,442,0.89,novatech@traders.com,Gaming
BrightTech Supplies,V-479,Pavilion-4313,M-4664,61104,99,5,0.9,4.5,358,0.87,brighttech@retailers.com,Gaming
Taylor-Myers,V-224,Pavilion-8825,M-1518,112551,75,2,0.89,4.1,288,0.88,taylor-myers@distributors.com,Office
Horizon Supplies,V-861,ThinkPad-2175,M-5740,126165,90,7,0.9,4.8,420,0.79,horizon@supplies.com,Developer
Starline Distributors,V-112,MacBook-5888,M-5990,143348,42,6,0.83,4.0,369,0.87,starline@retailers.com,Gaming
Galaxy Traders,V-816,ThinkPad-8546,M-6336,130603,84,7,0.87,4.3,343,0.87,galaxy@retailers.com,Office
Carpenter PLC,V-526,ROG-3023,M-9866,96825,60,7,0.93,3.9,402,0.87,carpenter@supplies.com,Student
Galaxy Traders,V-593,ThinkPad-7674,M-1969,97207,62,6,0.95,4.9,290,0.88,galaxy@distributors.com,Gaming
Taylor-Myers,V-890,MacBook-9316,M-6746,130546,44,2,0.87,3.6,445,0.86,taylor-myers@retailers.com,Gaming
BrightTech Supplies,V-753,ROG-7405,M-6712,104446,44,7,0.89,4.1,305,0.89,brighttech@retailers.com,Office
Starline Distributors,V-922,Inspiron-9846,M-7187,121362,33,4,0.81,4.9,223,0.79,starline@vendor.com,Developer
Apex Retailers,V-919,MacBook-5377,M-4162,93840,28,7,0.8,4.8,278,0.8,apex@traders.com,Office
Apex Retailers,V-713,ThinkPad-6557,M-7290,124485,50,4,0.92,3.9,469,0.88,apex@systems.com,Developer
Zenith Suppliers,V-423,ROG-7479,M-4565,125931,31,5,0.84,4.5,270,0.87,zenith@traders.com,Gaming
Elite Vendors,V-408,Pavilion-5392,M-9620,128183,91,4,0.8,4.4,265,0.87,elite@distributors.com,Office
Elite Vendors,V-658,ROG-2159,M-4227,120116,46,5,0.88,4.1,466,0.82,elite@suppliers.com,Office
Starline Distributors,V-828,ThinkPad-3696,M-7312,123936,83,5,0.94,4.7,474,0.79,starline@vendor.com,Developer
Taylor-Myers,V-880,ThinkPad-5763,M-8095,124705,59,5,0.84,4.5,388,0.85,taylor-myers@distributors.com,Business
Galaxy Traders,V-755,ThinkPad-8446,M-6455,114949,79,7,0.9,3.7,446,0.81,galaxy@distributors.com,Developer
Apex Retailers,V-127,Inspiron-9097,M-1413,112534,81,6,0.91,3.6,373,0.81,apex@vendor.com,Gaming
Carpenter PLC,V-109,Pavilion-6310,M-3660,91172,36,6,0.85,4.3,297,0.78,carpenter@systems.com,Developer
Carpenter PLC,V-132,ThinkPad-3539,M-3138,110583,43,2,0.9,4.0,393,0.86,carpenter@vendor.com,Gaming
BrightTech Supplies,V-363,Inspiron-9448,M-6100,145414,72,6,0.86,4.0,494,0.82,brighttech@systems.com,Office
BrightTech Supplies,V-175,Inspiron-4807,M-4838,139463,17,7,0.82,3.9,408,0.89,brighttech@retailers.com,Business
BrightTech Supplies,V-330,Inspiron-4773,M-4211,118897,50,5,0.88,4.9,314,0.79,brighttech@distributors.com,Gaming
Galaxy Traders,V-950,ROG-6389,M-8257,97423,39,6,0.9,4.7,263,0.89,galaxy@retailers.com,Student
Galaxy Traders,V-287,Inspiron-4674,M-5437,94278,65,7,0.9,4.7,328,0.87,galaxy@supplies.com,Business
Carpenter PLC,V-721,ROG-7639,M-7175,89817,89,5,0.82,4.1,416,0.88,carpenter@supplies.com,Developer
BrightTech Supplies,V-155,ThinkPad-1759,M-8408,51498,51,5,0.86,4.2,487,0.82,brighttech@traders.com,Business
Orion Technologies,V-546,Inspiron-1245,M-7215,104733,95,4,0.95,4.6,284,0.86,carpenter@supplies.com,Developer
Elite Vendors,V-757,Inspiron-1245,M-7215,96460,68,4,0.95,4.3,413,0.9,carpenter@supplies.com,Developer
Elite Vendors,V-692,Inspiron-1389,M-9103,110210,12,6,0.87,4.7,417,0.9,starline@systems.com,Gaming
BrightTech Supplies,V-548,Inspiron-1389,M-9103,106593,69,5,0.87,4.0,458,0.9,starline@systems.com,Gaming
Apex Retailers,V-701,Inspiron-1425,M-9684,75211,74,5,0.81,3.8,447,0.8,novatech@supplies.com,Gaming
Starline Distributors,V-380,Inspiron-1425,M-9684,78415,83,2,0.81,4.1,405,0.83,novatech@supplies.com,Gaming
Taylor-Myers,V-139,Inspiron-1475,M-3309,57078,99,3,0.83,3.7,210,0.9,orion@suppliers.com,Office
Elite Vendors,V-493,Inspiron-1475,M-3309,65712,52,7,0.83,3.8,364,0.9,orion@suppliers.com,Office
NovaTech Systems,V-168,Inspiron-1509,M-7309,83750,87,2,0.94,4.4,420,0.82,zenith@systems.com,Student
Horizon Supplies,V-674,Inspiron-1509,M-7309,88708,59,2,0.94,4.6,378,0.83,zenith@systems.com,Student
Zenith Suppliers,V-352,Inspiron-1520,M-2626,122980,85,7,0.93,4.7,252,0.9,starline@distributors.com,Business
Galaxy Traders,V-760,Inspiron-1520,M-2626,133683,37,7,0.93,5.0,237,0.9,starline@distributors.com,Business
Zenith Suppliers,V-561,Inspiron-1561,M-7253,81020,38,6,0.89,4.4,384,0.9,apex@distributors.com,Office
Carpenter PLC,V-436,Inspiron-1561,M-7253,71674,82,7,0.89,4.5,442,0.87,apex@distributors.com,Office
Galaxy Traders,V-644,Inspiron-1723,M-7252,162421,45,2,0.92,3.5,418,0.89,apex@traders.com,Office
Orion Technologies,V-819,Inspiron-1723,M-7252,157645,74,3,0.92,3.5,333,0.85,apex@traders.com,Office
Elite Vendors,V-369,Inspiron-1986,M-6440,90429,64,5,0.86,4.4,304,0.85,horizon@suppliers.com,Developer
Orion Technologies,V-370,Inspiron-1986,M-6440,103201,85,6,0.86,4.4,400,0.9,horizon@suppliers.com,Developer
Orion Technologies,V-622,Inspiron-2032,M-3807,137365,59,4,0.8,3.9,365,0.87,galaxy@retailers.com,Student
Taylor-Myers,V-382,Inspiron-2032,M-3807,154294,71,5,0.8,3.7,327,0.87,galaxy@retailers.com,Student
Galaxy Traders,V-719,Inspiron-2082,M-5834,56368,97,5,0.91,3.9,250,0.78,brighttech@supplies.com,Student
Horizon Supplies,V-153,Inspiron-2082,M-5834,64037,51,5,0.91,3.5,221,0.78,brighttech@supplies.com,Student
NovaTech Systems,V-152,Inspiron-2232,M-5226,82590,88,3,0.82,3.8,274,0.9,galaxy@distributors.com,Office
Horizon Supplies,V-338,Inspiron-2232,M-5226,76395,68,3,0.82,4.4,349,0.85,galaxy@distributors.com,Office
Starline Distributors,V-586,Inspiron-2249,M-8675,84868,60,7,0.87,4.5,417,0.8,novatech@supplies.com,Office
Galaxy Traders,V-714,Inspiron-2249,M-8675,87983,26,6,0.87,4.4,259,0.79,novatech@supplies.com,Office
Taylor-Myers,V-279,Inspiron-2334,M-1949,98526,44,7,0.83,3.5,221,0.89,starline@suppliers.com,Student
Zenith Suppliers,V-499,Inspiron-2334,M-1949,95923,98,5,0.83,3.5,466,0.9,starline@suppliers.com,Student
Apex Retailers,V-367,Inspiron-2692,M-3799,78295,56,4,0.8,5.0,487,0.9,zenith@suppliers.com,Office
Horizon Supplies,V-907,Inspiron-2692,M-3799,76219,33,7,0.8,4.9,443,0.89,zenith@suppliers.com,Office
BrightTech Supplies,V-245,Inspiron-2741,M-3072,63393,35,7,0.87,4.7,313,0.9,orion@traders.com,Office
Horizon Supplies,V-264,Inspiron-2741,M-3072,66880,15,4,0.87,5.0,441,0.88,orion@traders.com,Office
BrightTech Supplies,V-334,Inspiron-2837,M-7842,97902,55,5,0.87,4.2,404,0.9,zenith@retailers.com,Office
Elite Vendors,V-821,Inspiron-2837,M-7842,84717,86,6,0.87,4.3,279,0.9,zenith@retailers.com,Office
Apex Retailers,V-136,Inspiron-3045,M-6049,103663,13,7,0.91,3.7,427,0.87,horizon@vendor.com,Student
Galaxy Traders,V-373,Inspiron-3045,M-6049,110385,10,6,0.91,3.9,419,0.86,horizon@vendor.com,Student
Zenith Suppliers,V-256,Inspiron-3078,M-2838,63271,94,7,0.93,4.9,460,0.84,elite@retailers.com,Student
BrightTech Supplies,V-724,Inspiron-3078,M-2838,61072,55,4,0.93,4.3,205,0.79,elite@retailers.com,Student
Zenith Suppliers,V-217,Inspiron-3161,M-3022,140854,60,5,0.82,4.0,491,0.84,horizon@traders.com,Business
Starline Distributors,V-539,Inspiron-3161,M-3022,143387,50,6,0.82,3.8,392,0.85,horizon@traders.com,Business
BrightTech Supplies,V-907,Inspiron-3253,M-2006,85417,79,4,0.88,4.1,291,0.79,novatech@suppliers.com,Developer
Galaxy Traders,V-930,Inspiron-3253,M-2006,79473,53,7,0.88,4.1,294,0.78,novatech@suppliers.com,Developer
BrightTech Supplies,V-741,Inspiron-3268,M-8285,90590,52,4,0.95,3.5,237,0.9,elite@supplies.com,Business
Zenith Suppliers,V-677,Inspiron-3268,M-8285,87991,33,2,0.95,3.7,299,0.9,elite@supplies.com,Business
Carpenter PLC,V-732,Inspiron-3328,M-3064,78676,67,5,0.88,4.6,494,0.83,taylor-myers@vendor.com,Gaming
Apex Retailers,V-189,Inspiron-3328,M-3064,93217,45,2,0.88,4.8,439,0.83,taylor-myers@vendor.com,Gaming
Starline Distributors,V-854,Inspiron-3645,M-5570,149243,77,7,0.94,4.9,254,0.83,brighttech@distributors.com,Office
NovaTech Systems,V-499,Inspiron-3645,M-5570,146216,24,2,0.94,4.6,281,0.78,brighttech@distributors.com,Office
NovaTech Systems,V-420,Inspiron-3706,M-6165,115029,57,7,0.9,3.8,473,0.86,brighttech@distributors.com,Office
Starline Distributors,V-360,Inspiron-3706,M-6165,129577,77,3,0.9,3.8,478,0.8,brighttech@distributors.com,Office
Elite Vendors,V-193,Inspiron-3712,M-3929,81163,68,4,0.86,4.0,375,0.9,orion@traders.com,Student
Carpenter PLC,V-597,Inspiron-3712,M-3929,94396,79,4,0.86,4.2,200,0.89,orion@traders.com,Student
BrightTech Supplies,V-292,Inspiron-3718,M-4789,72566,36,6,0.92,3.9,344,0.83,horizon@suppliers.com,Student
Zenith Suppliers,V-825,Inspiron-3718,M-4789,80774,71,2,0.92,3.7,340,0.78,horizon@suppliers.com,Student
Galaxy Traders,V-882,Inspiron-3787,M-9070,97463,99,6,0.8,3.9,247,0.82,elite@distributors.com,Business
Starline Distributors,V-319,Inspiron-3787,M-9070,95791,24,4,0.8,4.6,369,0.81,elite@distributors.com,Business
BrightTech Supplies,V-418,Inspiron-3819,M-6497,104853,99,6,0.81,4.2,395,0.88,zenith@distributors.com,Developer
Orion Technologies,V-805,Inspiron-3819,M-6497,86722,97,5,0.81,3.5,445,0.85,zenith@distributors.com,Developer
Horizon Supplies,V-669,Inspiron-3903,M-7069,112013,51,6,0.84,4.6,382,0.86,novatech@supplies.com,Office
BrightTech Supplies,V-925,Inspiron-3903,M-7069,130737,82,5,0.84,5.0,232,0.82,novatech@supplies.com,Office
Carpenter PLC,V-792,Inspiron-3960,M-4727,108524,81,5,0.82,4.3,500,0.8,horizon@suppliers.com,Student
Elite Vendors,V-503,Inspiron-3960,M-4727,118464,100,7,0.82,4.7,231,0.8,horizon@suppliers.com,Student
Taylor-Myers,V-696,Inspiron-4102,M-9838,71745,69,2,0.85,3.9,401,0.78,horizon@systems.com,Student
Orion Technologies,V-931,Inspiron-4102,M-9838,69907,47,2,0.85,3.9,379,0.79,horizon@systems.com,Student
Zenith Suppliers,V-704,Inspiron-4353,M-8922,52912,99,3,0.87,4.5,207,0.88,starline@systems.com,Business
Carpenter PLC,V-610,Inspiron-4353,M-8922,48435,34,6,0.87,4.8,454,0.85,starline@systems.com,Business
Galaxy Traders,V-671,Inspiron-4404,M-6218,91680,26,4,0.83,4.3,414,0.79,brighttech@suppliers.com,Office
Elite Vendors,V-567,Inspiron-4404,M-6218,92669,81,3,0.83,4.2,306,0.8,brighttech@suppliers.com,Office
NovaTech Systems,V-240,Inspiron-4435,M-4491,99092,48,7,0.91,4.7,464,0.78,taylor-myers@distributors.com,Office
Orion Technologies,V-772,Inspiron-4435,M-4491,114951,99,4,0.91,4.6,469,0.84,taylor-myers@distributors.com,Office
Zenith Suppliers,V-312,Inspiron-4495,M-7884,113993,88,6,0.81,3.9,410,0.88,apex@supplies.com,Gaming
Taylor-Myers,V-868,Inspiron-4495,M-7884,114289,96,7,0.81,3.7,227,0.86,apex@supplies.com,Gaming
Starline Distributors,V-746,Inspiron-4547,M-5565,96483,51,3,0.91,3.9,336,0.81,orion@supplies.com,Student
Elite Vendors,V-653,Inspiron-4547,M-5565,108015,37,7,0.91,3.9,415,0.78,orion@supplies.com,Student
Zenith Suppliers,V-881,Inspiron-4635,M-7397,62197,52,6,0.91,4.0,288,0.83,apex@vendor.com,Student
Starline Distributors,V-474,Inspiron-4635,M-7397,69313,84,3,0.91,3.9,356,0.82,apex@vendor.com,Student
NovaTech Systems,V-765,Inspiron-4648,M-9800,117720,27,4,0.9,4.1,469,0.82,apex@vendor.com,Office
Taylor-Myers,V-570,Inspiron-4648,M-9800,109128,80,3,0.9,3.8,381,0.82,apex@vendor.com,Office
Horizon Supplies,V-657,Inspiron-4674,M-5437,100820,61,5,0.9,5.0,344,0.85,galaxy@supplies.com,Business
BrightTech Supplies,V-102,Inspiron-4674,M-5437,88108,31,3,0.9,5.0,245,0.86,galaxy@supplies.com,Business
Zenith Suppliers,V-758,Inspiron-4773,M-4211,117707,19,5,0.88,4.8,362,0.78,brighttech@distributors.com,Gaming
Apex Retailers,V-530,Inspiron-4773,M-4211,127581,56,2,0.88,4.8,251,0.81,brighttech@distributors.com,Gaming
Starline Distributors,V-271,Inspiron-4807,M-4838,151509,95,3,0.82,4.0,441,0.9,brighttech@retailers.com,Business
Elite Vendors,V-833,Inspiron-4807,M-4838,132956,12,7,0.82,4.3,206,0.9,brighttech@retailers.com,Business
Elite Vendors,V-676,Inspiron-4911,M-3379,66493,15,4,0.84,4.8,271,0.9,starline@distributors.com,Student
Orion Technologies,V-594,Inspiron-4911,M-3379,72343,93,3,0.84,4.2,428,0.84,starline@distributors.com,Student
BrightTech Supplies,V-317,Inspiron-5194,M-5768,77106,72,3,0.92,3.7,446,0.83,orion@suppliers.com,Developer
Horizon Supplies,V-183,Inspiron-5194,M-5768,87566,44,7,0.92,3.5,325,0.79,orion@suppliers.com,Developer
Elite Vendors,V-517,Inspiron-5237,M-6647,124956,12,4,0.81,4.4,469,0.83,orion@supplies.com,Student
Zenith Suppliers,V-456,Inspiron-5237,M-6647,129136,59,2,0.81,3.9,387,0.88,orion@supplies.com,Student
Horizon Supplies,V-863,Inspiron-5277,M-6275,77030,14,4,0.84,4.5,491,0.9,galaxy@suppliers.com,Business
Zenith Suppliers,V-661,Inspiron-5277,M-6275,71630,21,2,0.84,4.9,424,0.9,galaxy@suppliers.com,Business
Zenith Suppliers,V-923,Inspiron-5327,M-1570,131417,20,5,0.82,4.7,408,0.9,apex@supplies.com,Business
Elite Vendors,V-946,Inspiron-5327,M-1570,116336,30,7,0.82,4.0,259,0.89,apex@supplies.com,Business
BrightTech Supplies,V-902,Inspiron-5510,M-8224,112227,51,7,0.84,4.6,363,0.8,carpenter@retailers.com,Gaming
Elite Vendors,V-360,Inspiron-5510,M-8224,105146,83,5,0.84,5.0,305,0.82,carpenter@retailers.com,Gaming
Galaxy Traders,V-894,Inspiron-5774,M-2972,132158,19,2,0.83,4.4,417,0.78,brighttech@retailers.com,Office
Orion Technologies,V-494,Inspiron-5774,M-2972,117713,17,2,0.83,4.7,213,0.78,brighttech@retailers.com,Office
Elite Vendors,V-860,Inspiron-5776,M-8892,82699,48,2,0.89,3.8,217,0.82,zenith@supplies.com,Student
Orion Technologies,V-110,Inspiron-5776,M-8892,84643,64,4,0.89,4.0,381,0.87,zenith@supplies.com,Student
Carpenter PLC,V-528,Inspiron-6036,M-2816,101133,96,2,0.87,4.8,472,0.81,apex@traders.com,Office
BrightTech Supplies,V-973,Inspiron-6036,M-2816,101427,21,4,0.87,4.2,393,0.86,apex@traders.com,Office
Starline Distributors,V-566,Inspiron-6042,M-1501,128817,10,2,0.85,3.5,316,0.86,elite@retailers.com,Developer
Taylor-Myers,V-831,Inspiron-6042,M-1501,132317,85,2,0.85,3.5,451,0.78,elite@retailers.com,Developer
Orion Technologies,V-863,Inspiron-6189,M-8462,94551,14,4,0.86,5.0,352,0.83,zenith@supplies.com,Student
Galaxy Traders,V-689,Inspiron-6189,M-8462,95857,87,2,0.86,4.5,307,0.78,zenith@supplies.com,Student
Elite Vendors,V-545,Inspiron-6224,M-8523,124704,87,5,0.91,4.5,364,0.9,brighttech@suppliers.com,Office
Starline Distributors,V-486,Inspiron-6224,M-8523,116766,36,4,0.91,4.3,324,0.82,brighttech@suppliers.com,Office
Starline Distributors,V-403,Inspiron-6246,M-6133,150785,44,4,0.83,4.8,315,0.87,apex@distributors.com,Office
Carpenter PLC,V-937,Inspiron-6246,M-6133,152032,10,4,0.83,4.2,386,0.88,apex@distributors.com,Office
Galaxy Traders,V-422,Inspiron-6283,M-3316,103419,44,4,0.84,4.8,390,0.87,carpenter@traders.com,Office
BrightTech Supplies,V-783,Inspiron-6283,M-3316,95813,22,3,0.84,4.2,420,0.82,carpenter@traders.com,Office
Horizon Supplies,V-813,Inspiron-6312,M-6308,99169,14,5,0.88,4.4,233,0.78,galaxy@distributors.com,Developer
Apex Retailers,V-964,Inspiron-6312,M-6308,110418,61,6,0.88,4.2,418,0.81,galaxy@distributors.com,Developer
Galaxy Traders,V-296,Inspiron-6414,M-3056,52399,25,2,0.86,4.1,313,0.83,orion@supplies.com,Business
Zenith Suppliers,V-636,Inspiron-6414,M-3056,53033,74,5,0.86,3.8,299,0.81,orion@supplies.com,Business
Horizon Supplies,V-621,Inspiron-6450,M-1825,78146,71,4,0.94,4.5,375,0.79,brighttech@suppliers.com,Developer
Starline Distributors,V-387,Inspiron-6450,M-1825,91304,61,2,0.94,4.1,476,0.78,brighttech@suppliers.com,Developer
Starline Distributors,V-548,Inspiron-6510,M-3547,92588,53,6,0.89,4.1,220,0.9,galaxy@distributors.com,Office
Carpenter PLC,V-506,Inspiron-6510,M-3547,96119,80,6,0.89,4.3,362,0.9,galaxy@distributors.com,Office
NovaTech Systems,V-187,Inspiron-6714,M-4248,71935,55,6,0.88,4.3,274,0.83,orion@retailers.com,Student
Galaxy Traders,V-708,Inspiron-6714,M-4248,72890,13,6,0.88,4.6,465,0.88,orion@retailers.com,Student
Taylor-Myers,V-164,Inspiron-6754,M-9505,105636,93,3,0.9,4.7,269,0.88,galaxy@systems.com,Gaming
Apex Retailers,V-433,Inspiron-6754,M-9505,96676,28,7,0.9,4.7,291,0.89,galaxy@systems.com,Gaming
NovaTech Systems,V-456,Inspiron-6772,M-2896,81957,48,6,0.91,5.0,333,0.81,zenith@supplies.com,Student
Carpenter PLC,V-539,Inspiron-6772,M-2896,99205,96,3,0.91,5.0,374,0.86,zenith@supplies.com,Student
Apex Retailers,V-454,Inspiron-6809,M-9325,115433,10,4,0.85,3.5,436,0.9,novatech@distributors.com,Student
Starline Distributors,V-738,Inspiron-6809,M-9325,111709,95,6,0.85,4.1,425,0.89,novatech@distributors.com,Student
Carpenter PLC,V-548,Inspiron-6842,M-6023,90502,76,3,0.89,4.7,428,0.84,novatech@traders.com,Office
Zenith Suppliers,V-755,Inspiron-6842,M-6023,98289,48,3,0.89,4.6,270,0.88,novatech@traders.com,Office
Carpenter PLC,V-744,Inspiron-6937,M-5164,124442,85,6,0.82,3.5,463,0.78,zenith@suppliers.com,Business
BrightTech Supplies,V-946,Inspiron-6937,M-5164,111569,74,6,0.82,3.5,307,0.79,zenith@suppliers.com,Business
Orion Technologies,V-257,Inspiron-7028,M-7960,84747,70,6,0.89,4.8,423,0.85,zenith@systems.com,Student
Carpenter PLC,V-629,Inspiron-7028,M-7960,89951,50,5,0.89,4.7,246,0.78,zenith@systems.com,Student
Carpenter PLC,V-982,Inspiron-7087,M-5485,102432,48,6,0.87,4.0,298,0.82,elite@suppliers.com,Developer
Zenith Suppliers,V-449,Inspiron-7087,M-5485,94907,27,4,0.87,4.3,369,0.83,elite@suppliers.com,Developer
Apex Retailers,V-900,Inspiron-7119,M-2380,124508,53,6,0.86,4.4,428,0.85,horizon@systems.com,Business
Carpenter PLC,V-841,Inspiron-7119,M-2380,123701,34,5,0.86,5.0,315,0.79,horizon@systems.com,Business
BrightTech Supplies,V-529,Inspiron-7169,M-4022,99606,25,5,0.81,3.7,429,0.79,novatech@supplies.com,Developer
Horizon Supplies,V-190,Inspiron-7169,M-4022,98433,100,2,0.81,3.5,456,0.82,novatech@supplies.com,Developer
BrightTech Supplies,V-378,Inspiron-7180,M-5552,68374,36,4,0.91,3.5,323,0.81,orion@vendor.com,Gaming
Apex Retailers,V-124,Inspiron-7180,M-5552,62203,23,2,0.91,3.5,468,0.83,orion@vendor.com,Gaming
Elite Vendors,V-916,Inspiron-7264,M-9967,63955,37,6,0.89,4.8,421,0.89,starline@supplies.com,Office
Taylor-Myers,V-908,Inspiron-7264,M-9967,62275,32,6,0.89,4.4,306,0.87,starline@supplies.com,Office
Taylor-Myers,V-705,Inspiron-7389,M-7522,152848,70,5,0.91,4.9,401,0.89,novatech@systems.com,Gaming
Horizon Supplies,V-642,Inspiron-7389,M-7522,152539,16,6,0.91,5.0,456,0.9,novatech@systems.com,Gaming
Zenith Suppliers,V-889,Inspiron-7459,M-1918,101926,69,7,0.8,4.1,206,0.78,starline@vendor.com,Business
Taylor-Myers,V-908,Inspiron-7459,M-1918,92681,100,5,0.8,3.8,439,0.83,starline@vendor.com,Business
Orion Technologies,V-761,Inspiron-7476,M-5835,89501,74,2,0.8,4.6,378,0.81,apex@traders.com,Developer
Carpenter PLC,V-909,Inspiron-7476,M-5835,83814,44,2,0.8,4.3,355,0.82,apex@traders.com,Developer
Taylor-Myers,V-651,Inspiron-7549,M-5363,46104,85,7,0.87,4.2,316,0.84,novatech@retailers.com,Office
Horizon Supplies,V-818,Inspiron-7549,M-5363,48193,35,6,0.87,4.8,342,0.83,novatech@retailers.com,Office
Orion Technologies,V-906,Inspiron-7721,M-3145,92211,71,6,0.93,4.2,377,0.86,zenith@systems.com,Business
Elite Vendors,V-681,Inspiron-7721,M-3145,100387,73,3,0.93,4.3,270,0.89,zenith@systems.com,Business
Orion Technologies,V-117,Inspiron-7783,M-7228,75127,18,6,0.86,3.8,341,0.89,starline@traders.com,Business
NovaTech Systems,V-106,Inspiron-7783,M-7228,66586,93,2,0.86,4.0,342,0.85,starline@traders.com,Business
Starline Distributors,V-313,Inspiron-7957,M-7111,58530,72,4,0.91,4.4,386,0.78,galaxy@traders.com,Business
Apex Retailers,V-993,Inspiron-7957,M-7111,58460,20,5,0.91,5.0,426,0.78,galaxy@traders.com,Business
Horizon Supplies,V-717,Inspiron-8001,M-9932,121024,79,3,0.9,4.7,371,0.85,galaxy@distributors.com,Business
BrightTech Supplies,V-319,Inspiron-8001,M-9932,116768,38,6,0.9,4.2,259,0.85,galaxy@distributors.com,Business
Elite Vendors,V-136,Inspiron-8004,M-8046,54669,61,4,0.95,3.5,237,0.85,taylor-myers@vendor.com,Developer
BrightTech Supplies,V-431,Inspiron-8004,M-8046,62707,74,5,0.95,3.8,234,0.88,taylor-myers@vendor.com,Developer
Zenith Suppliers,V-404,Inspiron-8104,M-1282,141011,50,5,0.95,3.9,232,0.84,brighttech@vendor.com,Office
Elite Vendors,V-968,Inspiron-8104,M-1282,147820,62,4,0.95,3.5,302,0.8,brighttech@vendor.com,Office
Starline Distributors,V-785,Inspiron-8255,M-5735,66340,98,2,0.9,3.7,388,0.82,horizon@retailers.com,Business
Orion Technologies,V-246,Inspiron-8255,M-5735,66169,15,2,0.9,4.2,410,0.78,horizon@retailers.com,Business
Zenith Suppliers,V-213,Inspiron-8360,M-1195,49869,39,3,0.9,3.8,373,0.81,carpenter@systems.com,Gaming
Horizon Supplies,V-806,Inspiron-8360,M-1195,55197,41,3,0.9,4.3,363,0.87,carpenter@systems.com,Gaming
BrightTech Supplies,V-258,Inspiron-8508,M-3365,135282,39,5,0.95,4.0,222,0.84,novatech@retailers.com,Developer
Galaxy Traders,V-493,Inspiron-8508,M-3365,154386,45,5,0.95,4.4,389,0.89,novatech@retailers.com,Developer
Carpenter PLC,V-964,Inspiron-8690,M-1038,54749,32,3,0.93,3.7,292,0.79,zenith@retailers.com,Office
NovaTech Systems,V-550,Inspiron-8690,M-1038,50721,32,4,0.93,3.9,272,0.82,zenith@retailers.com,Office
Orion Technologies,V-395,Inspiron-8831,M-1066,131984,10,3,0.84,4.3,288,0.82,galaxy@retailers.com,Developer
Apex Retailers,V-413,Inspiron-8831,M-1066,126178,33,7,0.84,3.5,270,0.82,galaxy@retailers.com,Developer
Galaxy Traders,V-644,Inspiron-8877,M-6457,58072,73,7,0.81,4.7,257,0.78,apex@systems.com,Office
NovaTech Systems,V-905,Inspiron-8877,M-6457,66456,90,4,0.81,4.0,469,0.79,apex@systems.com,Office
Horizon Supplies,V-715,Inspiron-8885,M-6067,67063,45,3,0.9,4.0,254,0.78,elite@vendor.com,Business
Orion Technologies,V-901,Inspiron-8885,M-6067,70123,88,3,0.9,4.4,313,0.8,elite@vendor.com,Business
Carpenter PLC,V-480,Inspiron-9072,M-8604,52937,60,5,0.86,4.8,333,0.89,novatech@vendor.com,Gaming
Orion Technologies,V-401,Inspiron-9072,M-8604,54297,76,2,0.86,4.6,334,0.9,novatech@vendor.com,Gaming
